"puntoVenta,importe,cantidad,temperatura"
"5","221652","4967","31"
"2","593067","5365","-3"
"9","906511","9927","-7"
"20","360217","3796","39"
"1","230343","6322","17"
"20","849014","1028","-10"
"10","60071","4882","37"
"2","108408","5411","-5"
"4","467496","676","5"
"1","460627","7095","14"
"23","372664","6992","44"
"11","777762","2731","46"
"13","402410","3787","-7"
"10","210887","7442","17"
"23","433332","9463","4"
"1","32985","1529","-10"
"15","514618","7352","50"
"15","642991","8865","40"
"17","849370","6442","44"
"8","400874","5101","25"
"9","146822","7295","21"
"17","817259","9366","-6"
"5","859070","6349","6"
"8","708985","9736","32"
"14","468453","4009","2"
"12","28501","6962","27"
"18","593193","4565","23"
"18","580176","7407","6"
"11","520827","5978","29"
"10","885056","2127","17"
"8","993692","9951","0"
"6","774543","1562","7"
"7","490424","9704","35"
"13","239928","7037","3"
"18","743813","9944","-5"
"4","41649","1149","21"
"19","345982","2546","-2"
"4","304049","9923","36"
"10","962775","1320","48"
"2","44602","2055","0"
"15","9443","8785","6"
"8","694480","5970","1"
"7","6222","8542","16"
"7","269260","975","22"
"5","223694","3828","32"
"8","246108","4441","24"
"3","553344","9630","-4"
"13","295167","9680","44"
"9","936186","983","12"
"1","500578","1518","10"
"12","775814","4081","20"
"5","504646","8875","13"
"22","626714","5181","7"
"11","845790","9896","5"
"5","560271","436","-5"
"11","443699","7605","18"
"3","93060","2770","15"
"16","177551","7550","-6"
"11","194675","2359","46"
"3","398326","1574","2"
"19","615110","285","-14"
"19","882140","7662","-10"
"14","379022","1904","-3"
"7","773523","1818","1"
"22","385793","9971","33"
"11","836772","2459","-2"
"4","471278","278","1"
"14","216343","7291","9"
"17","928888","8950","23"
"14","564558","1850","8"
"15","963609","6812","9"
"6","439672","5635","41"
"10","786725","7142","11"
"2","21614","633","32"
"1","963645","1695","-10"
"15","624127","3489","41"
"20","114096","5894","35"
"11","929962","25","33"
"11","951480","9160","34"
"14","492154","9301","21"
"6","641367","7691","41"
"14","404122","859","4"
"19","119472","117","30"
"1","779261","5677","18"
"3","682078","715","6"
"11","477470","9809","-1"
"3","602220","6342","-9"
"3","809938","8463","34"
"17","640303","6759","21"
"21","900236","3223","23"
"9","860844","1006","-6"
"23","328405","9507","23"
"1","855534","5974","-15"
"20","757564","197","49"
"23","328810","6078","7"
"11","140834","5742","21"
"11","576639","8153","2"
"15","846329","2730","6"
"12","553271","2989","20"
"11","741059","8295","17"
"1","284499","6656","28"
"13","759567","9120","5"
"1","507607","1658","1"
"7","444257","400","6"
"23","388726","5342","38"
"14","619309","3956","18"
"2","997178","4457","41"
"18","159520","3030","-12"
"16","595256","8915","47"
"2","880921","6674","-1"
"17","859075","923","6"
"14","943961","8560","21"
"17","520669","2529","16"
"13","262537","9847","47"
"2","730944","475","0"
"21","484577","4","25"
"18","339714","2380","21"
"12","532993","5474","13"
"16","481037","353","-7"
"4","402821","8604","-14"
"9","622056","8858","33"
"3","644164","1181","7"
"4","244308","4315","49"
"16","65841","755","4"
"4","481021","4697","43"
"20","361309","7827","2"
"4","817376","4648","29"
"12","591605","4551","23"
"2","402153","3014","-12"
"20","381568","1939","9"
"1","171967","3139","40"
"21","208222","4544","22"
"11","370791","1958","47"
"17","680228","7665","20"
"12","243914","3109","8"
"12","925876","9917","-8"
"21","382891","1916","43"
"1","394209","7072","31"
"16","260613","5914","41"
"17","291217","7650","46"
"20","852738","5420","-7"
"23","861137","9061","48"
"20","57131","6653","33"
"20","722456","143","48"
"3","659632","5897","12"
"23","988371","9111","-13"
"2","807380","1741","10"
"2","341159","1955","32"
"20","278616","5588","-3"
"10","424514","2140","20"
"10","418716","830","42"
"3","58531","3249","-11"
"5","441590","1871","11"
"10","832961","7875","3"
"21","496878","2174","4"
"6","861598","2529","39"
"6","462404","4319","0"
"1","536519","4844","21"
"17","150277","825","-4"
"5","226925","3762","27"
"11","421581","1212","-3"
"18","155621","9082","30"
"18","563768","2177","2"
"7","571905","2739","16"
"19","98028","995","31"
"15","233051","1220","49"
"3","446222","8918","36"
"7","508005","6730","-10"
"2","67210","9323","-3"
"23","957187","8029","2"
"17","481956","3287","8"
"1","901218","3940","17"
"13","896985","6701","46"
"12","410786","7317","35"
"23","519203","3977","13"
"20","697753","1374","38"
"21","484241","5132","18"
"1","243191","4222","16"
"13","527213","6819","26"
"1","303026","4457","0"
"18","441962","9527","32"
"12","731391","1742","35"
"2","245968","4052","-10"
"9","595389","4532","33"
"20","737385","7623","21"
"20","672581","328","-12"
"18","366933","5564","8"
"1","627984","3991","18"
"17","530983","3245","-3"
"16","459000","9936","21"
"4","903965","8106","-2"
"14","223932","1392","-12"
"16","638129","8267","27"
"17","797271","1730","35"
"5","106924","5913","34"
"17","731745","7642","-13"
"12","936442","794","-15"
"20","8837","2446","50"
"15","868980","2834","41"
"6","810802","8229","44"
"5","188426","3502","7"
"17","786370","8631","32"
"21","247897","6299","-4"
"18","723329","7173","-11"
"2","787896","2809","7"
"7","749920","5573","22"
"11","438695","5297","5"
"17","748072","2522","15"
"20","414641","3204","4"
"10","672817","7681","7"
"9","638911","708","10"
"15","323244","3075","29"
"22","27575","8307","4"
"6","645410","8179","-13"
"2","467824","238","26"
"15","402872","5720","38"
"13","323596","7209","26"
"20","211861","2112","44"
"8","530315","515","43"
"20","203230","6593","8"
"23","107457","4093","31"
"5","15591","2050","47"
"9","628235","9159","-12"
"4","433933","3195","47"
"20","966565","8036","-9"
"4","646126","141","48"
"18","622239","914","2"
"14","566440","8948","-7"
"6","747374","7038","46"
"1","375010","5390","35"
"3","926365","5503","3"
"20","27688","243","15"
"14","232903","2455","10"
"8","200010","4219","45"
"15","203727","5783","15"
"11","931900","5931","26"
"13","54949","2361","-7"
"2","856817","3331","-14"
"23","984809","5159","-5"
"7","11371","7116","26"
"12","208865","8145","-13"
"15","680555","4000","1"
"18","338340","5434","29"
"18","710245","4175","21"
"9","447531","7671","17"
"7","716528","3534","41"
"16","826275","7144","-10"
"17","626735","8332","-11"
"3","540945","4360","36"
"14","961268","9184","18"
"23","494743","567","14"
"18","386822","1943","11"
"1","671558","9654","8"
"20","521477","9535","39"
"16","167433","5473","0"
"23","458126","9610","22"
"20","649191","5337","23"
"13","972420","4549","23"
"7","366578","9558","1"
"9","429592","7814","28"
"21","971595","6202","19"
"9","637197","5186","16"
"12","956371","5539","30"
"19","591693","9960","7"
"1","260770","1909","33"
"21","845368","9328","8"
"16","405464","7030","12"
"16","916601","3004","5"
"16","290664","7452","-1"
"6","753337","9821","0"
"22","493574","8587","48"
"13","172332","8837","-13"
"21","546883","3227","38"
"2","34162","5939","12"
"22","306313","2458","-6"
"3","484887","2845","13"
"2","518184","5111","50"
"2","220824","247","-15"
"19","43328","2123","44"
"22","478132","5253","-4"
"5","595228","2915","45"
"1","135724","6467","10"
"21","874339","8476","8"
"20","135238","4477","19"
"7","597995","1171","17"
"2","605406","4803","20"
"14","145509","708","16"
"20","961934","9471","47"
"6","547934","7418","0"
"8","789091","2187","9"
"14","294168","6171","39"
"3","684001","1215","44"
"16","697625","9586","0"
"22","229774","9992","-9"
"10","759406","3938","16"
"22","977666","5995","21"
"21","986623","3801","30"
"7","129589","4431","39"
"23","184150","8538","26"
"8","317653","4709","15"
"3","616007","5070","19"
"14","924501","8595","24"
"2","513859","2657","48"
"22","403592","1086","41"
"22","495475","9509","19"
"14","60610","2120","42"
"11","352331","8822","-4"
"22","949251","1263","-6"
"7","234483","6340","48"
"14","17378","3432","6"
"11","421534","9017","35"
"12","666006","7367","-2"
"20","916044","2614","-14"
"19","388550","4384","-1"
"12","679788","3565","26"
"10","62553","1727","23"
"1","550889","2174","-1"
"4","736854","8247","45"
"23","439504","5473","48"
"23","893763","4318","21"
"13","194376","5086","43"
"11","665869","9297","-3"
"18","629229","5090","37"
"3","232989","2430","48"
"15","661765","1809","40"
"20","143698","3420","44"
"12","792740","617","48"
"16","146269","5157","19"
"5","692507","871","-5"
"9","869139","9443","39"
"12","734934","22","-6"
"1","209953","2972","19"
"7","938951","1993","28"
"19","230069","5475","7"
"12","969787","2971","13"
"4","297148","5047","17"
"11","296059","6058","45"
"7","423485","3596","20"
"19","247037","9270","5"
"15","207921","8540","6"
"2","313421","6876","33"
"6","195376","3345","46"
"22","992876","8009","-13"
"21","498435","9385","-9"
"9","317806","8280","12"
"3","633062","3798","1"
"10","432778","2592","-9"
"8","895931","4996","-7"
"14","866773","2753","-3"
"7","255966","4615","-7"
"9","885940","3948","-1"
"23","107390","5010","14"
"1","982417","5209","8"
"8","804638","4553","40"
"11","451654","1774","12"
"5","466721","4297","33"
"23","307203","7156","6"
"5","807370","3871","26"
"22","822276","951","50"
"2","847737","437","-7"
"15","946273","3121","39"
"23","827232","8209","8"
"6","430082","7989","-3"
"13","767029","7404","19"
"10","938687","9474","30"
"15","598512","9514","-1"
"1","621130","9107","16"
"8","595311","9389","-3"
"5","387048","5109","41"
"8","408183","2354","27"
"8","328500","6488","33"
"17","209507","7942","-5"
"5","509435","857","29"
"4","398876","7980","4"
"19","799201","3267","23"
"18","565752","4211","29"
"8","790084","3424","-11"
"23","742368","9981","-14"
"23","998078","106","32"
"23","16439","6486","26"
"21","785248","9194","43"
"6","248877","5362","40"
"17","442549","4614","-11"
"4","51982","1745","45"
"11","196643","2694","18"
"5","236792","6913","2"
"23","409737","7109","3"
"16","841828","9057","-12"
"1","843447","7461","-14"
"3","382855","1321","49"
"10","12028","5295","17"
"20","177447","3761","46"
"19","277862","9417","5"
"19","424256","2198","10"
"20","718404","4865","38"
"22","81292","8025","-15"
"20","490066","1811","-12"
"23","350815","7904","48"
"14","620193","7303","41"
"14","221079","5968","35"
"6","759563","3308","43"
"1","969743","3516","41"
"20","661920","9753","-9"
"23","362789","1203","41"
"21","325976","2956","0"
"10","63324","8754","20"
"17","740723","6586","36"
"1","7724","7141","34"
"13","553250","5102","-2"
"18","233537","7242","21"
"3","730952","9706","9"
"16","328999","7306","10"
"6","978799","6785","17"
"2","886626","2095","22"
"8","514456","7252","46"
"7","80439","5646","19"
"6","556946","957","29"
"7","753590","541","2"
"7","607231","4528","-5"
"16","858378","98","11"
"13","55884","2278","20"
"22","10229","9511","47"
"5","544998","8252","18"
"10","602545","5943","-3"
"5","206806","5649","-13"
"5","462951","4086","4"
"4","561650","6810","14"
"10","593459","9808","9"
"23","209637","9229","36"
"9","983503","1025","-6"
"17","79562","6520","11"
"21","305036","4581","39"
"3","744314","3137","-9"
"10","577647","3323","21"
"8","398103","8385","42"
"13","734980","9375","-2"
"16","358198","7502","25"
"19","102886","1488","41"
"4","341419","9287","15"
"13","429040","7748","-13"
"12","804522","1064","44"
"16","547488","7857","-15"
"22","387118","5193","19"
"14","492450","2322","-6"
"10","597166","9126","-2"
"9","947251","129","-8"
"8","730549","8149","16"
"4","518971","8242","-14"
"22","740163","5331","-15"
"5","228116","2650","14"
"11","368195","5331","40"
"17","349852","7777","23"
"7","594227","7652","41"
"15","359672","1468","-15"
"16","715812","2661","45"
"6","616993","3814","43"
"7","762191","3437","28"
"9","840222","6303","27"
"13","265981","3521","49"
"10","298478","4079","-3"
"4","350826","3939","-14"
"17","194960","7170","-15"
"8","747219","538","49"
"2","687962","3","-5"
"18","794299","1943","36"
"2","216900","1906","7"
"18","369478","1805","38"
"16","753900","3307","21"
"16","412221","2403","-15"
"9","176708","8483","10"
"23","436840","4882","32"
"8","434379","729","46"
"20","863219","8009","9"
"13","510689","7962","47"
"23","512779","8656","31"
"12","126510","7807","36"
"22","76811","5304","8"
"8","753903","1981","2"
"6","338189","3150","11"
"5","469688","4651","2"
"13","446872","30","-5"
"9","332600","889","39"
"8","620547","9470","8"
"1","583324","6545","15"
"15","140298","389","13"
"12","595748","8370","-7"
"14","192115","5005","18"
"20","417558","6237","41"
"7","53111","3309","1"
"15","532235","3431","35"
"18","3834","1812","23"
"17","496246","3817","-6"
"23","751239","3683","49"
"8","730598","3654","2"
"17","145149","4900","-14"
"17","375434","6641","20"
"18","101115","7986","2"
"10","5443","848","1"
"19","695602","6895","-14"
"6","895623","7085","10"
"17","564020","2662","25"
"19","47895","1322","-2"
"10","240582","3724","18"
"17","198254","5755","-8"
"7","789119","2986","35"
"17","370416","9518","16"
"12","164900","1693","13"
"5","875608","4083","-11"
"4","928454","6142","8"
"6","82237","2796","42"
"6","100274","1551","30"
"7","407982","4025","9"
"1","198609","2179","32"
"13","527677","8158","-6"
"14","640069","9349","48"
"1","614657","2659","37"
"9","724295","1373","-4"
"23","32674","4570","29"
"7","870020","3095","24"
"2","747789","284","-13"
"17","423882","9806","12"
"6","517879","8852","43"
"19","789363","1686","34"
"2","933383","8543","1"
"5","320438","2341","2"
"6","569704","872","48"
"21","629001","5370","-15"
"15","29456","7471","44"
"12","106011","3809","17"
"10","720923","3438","39"
"9","176307","6964","19"
"22","27707","4832","35"
"13","365437","812","40"
"9","990847","253","14"
"17","318786","5349","48"
"2","487729","22","49"
"3","601194","8664","46"
"4","983690","5130","23"
"13","541098","353","16"
"3","527628","7584","19"
"2","769453","3313","49"
"17","823521","3452","4"
"17","623937","5593","16"
"7","425961","9825","7"
"9","549267","1231","19"
"20","649288","3975","-12"
"7","1802","4988","18"
"7","969585","751","45"
"12","810601","542","27"
"19","972474","5885","-15"
"2","197721","735","-7"
"10","321746","6862","2"
"10","390641","2934","50"
"21","323469","8974","32"
"4","229034","1143","36"
"13","176757","4142","23"
"13","745900","6244","50"
"2","712199","3113","37"
"4","976353","8691","34"
"13","176120","8907","36"
"6","560573","9571","46"
"21","417811","7693","18"
"9","265539","8285","-14"
"20","299970","8478","18"
"1","849765","1099","42"
"7","539231","5265","36"
"20","734602","6475","-12"
"6","75186","2158","14"
"7","183449","5992","30"
"15","554789","3486","-12"
"21","140067","851","16"
"17","676659","86","-3"
"1","366624","4111","26"
"17","183232","4891","21"
"23","569957","9999","38"
"1","777312","1752","28"
"15","901525","808","-4"
"5","863300","1363","32"
"13","821947","2943","-3"
"2","171666","3807","44"
"1","449734","946","22"
"15","272193","1684","22"
"3","39804","1885","26"
"20","294963","5753","36"
"1","491544","6572","16"
"23","438405","3059","15"
"5","129663","7285","37"
"15","747324","2709","20"
"21","770847","2371","-1"
"2","128228","5234","36"
"8","491185","4249","16"
"9","856518","7250","-13"
"10","97124","9724","39"
"17","98714","2842","18"
"8","193535","2691","6"
"3","764971","7231","15"
"9","276080","7732","-1"
"14","442231","8483","8"
"13","198895","680","35"
"18","414374","9300","38"
"15","476622","9682","14"
"16","875400","9965","40"
"14","901082","5200","13"
"4","729928","2960","29"
"15","197556","7145","14"
"17","967317","5255","42"
"10","486982","5043","49"
"8","416771","1969","6"
"9","759540","4612","9"
"4","129706","9546","9"
"8","426136","4948","-15"
"20","741845","6233","43"
"16","869116","2968","-9"
"20","798588","8217","14"
"16","523890","2185","42"
"20","884693","5797","23"
"18","841110","5498","0"
"14","328011","9389","0"
"10","338868","7868","33"
"20","946916","1959","34"
"18","858452","6817","-6"
"13","639063","3931","31"
"4","533889","7980","47"
"15","274209","3825","50"
"13","348650","4116","37"
